SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5973 Bellingham Dr,Castro Valley,CA,94552,1398000,4,3.0,Columbia,2830,7139,1986,1,494,52,Active,,,http://www.redfin.com/CA/Castro-Valley/5973-Bellingham-Dr-94552/home/625217,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932000,N,Y,37.7259725,-122.0605957
MLS Listing,,Single Family Residential,4627 Mira Loma St,Castro Valley,CA,94546,900000,3,2.0,Castro Valley,1524,9747,1956,1,591,,Active,,,http://www.redfin.com/CA/Castro-Valley/4627-Mira-Loma-St-94546/home/1388500,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932342,N,Y,37.7113549,-122.0722262
MLS Listing,,Single Family Residential,5852 Cold Water,Castro Valley,CA,94552,1288000,4,2.5,Greenridge,2228,11550,1974,1,578,,Active,,,http://www.redfin.com/CA/Castro-Valley/5852-Cold-Water-Dr-94552/home/1418085,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931997,N,Y,37.7169151,-122.0443908
MLS Listing,,Single Family Residential,2222 Pomar Vista St,San Leandro,CA,94578,689000,3,1.0,El Portal,1008,5000,1954,5,684,,Active,,,http://www.redfin.com/CA/San-Leandro/2222-Pomar-Vista-Ave-94578/home/891128,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932564,N,Y,37.6965385,-122.0995219
MLS Listing,,Single Family Residential,2350 Arlington Ct,San Leandro,CA,94578,725000,3,1.5,Fairmont Terrace,1136,14027,1952,6,638,,Active,,,http://www.redfin.com/CA/San-Leandro/2350-Arlington-Ct-94578/home/1747797,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932527,N,Y,37.7083516,-122.1103051
MLS Listing,,Single Family Residential,19220 Parsons Ave,Castro Valley,CA,94546,889000,2,1.0,Castro Valley,1076,6500,1940,7,826,,Active,,,http://www.redfin.com/CA/Castro-Valley/19220-Parsons-Ave-94546/home/1417715,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932503,N,Y,37.7057761,-122.0821245
MLS Listing,,Single Family Residential,19065 Carlton Ave,Castro Valley,CA,94546,875000,2,2.0,Castro Valley,1385,11900,1960,7,632,,Active,,,http://www.redfin.com/CA/Castro-Valley/19065-Carlton-Ave-94546/home/1470111,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932500,N,Y,37.7053401,-122.0947787
MLS Listing,,Single Family Residential,5815 Cold Water Dr,Castro Valley,CA,94552,1150000,4,2.5,Castro Valley,2356,13680,1972,10,488,,Active,,,http://www.redfin.com/CA/Castro-Valley/5815-Cold-Water-Dr-94552/home/1675989,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932344,N,Y,37.7155107,-122.0437248
MLS Listing,,Multi-Family (2-4 Unit),20565 Stanton Ave,Castro Valley,CA,94546,849000,,,Castro Valley,1796,5863,1961,11,473,,Active,,,http://www.redfin.com/CA/Castro-Valley/20565-Stanton-Ave-94546/home/1846247,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932184,N,Y,37.6939986,-122.0902416
MLS Listing,,Multi-Family (2-4 Unit),20897 Locust St,Hayward,CA,94541,1295000,6,3.0,Hayward,2456,14000,1957,14,527,,Active,,,http://www.redfin.com/CA/Hayward/20897-Locust-St-94541/home/1303354,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931955,N,Y,37.686506,-122.096687
MLS Listing,,Single Family Residential,1718 Knox St,CASTRO VALLEY,CA,94546,779000,3,2.0,CASTRO VALLEY,1116,7500,1941,17,698,,Active,,,http://www.redfin.com/CA/Castro-Valley/1718-Knox-St-94546/home/1663652,MLSListings,ML81823052,N,Y,37.682614,-122.0780038
MLS Listing,,Single Family Residential,20175 San Miguel,Castro Valley,CA,94546,2499000,8,6.0,Castro Valley,3719,13404,2018,24,672,,Active,,,http://www.redfin.com/CA/Castro-Valley/20175-San-Miguel-Ave-94546/home/819059,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931100,N,Y,37.6984633,-122.0812368
MLS Listing,,Mobile/Manufactured Home,3913 Castro Valley Blvd #40,Castro Valley,CA,94546,93000,2,1.0,Castro Valley,460,,,24,202,,Active,,,http://www.redfin.com/CA/Castro-Valley/3913-Castro-Valley-Blvd-94546/unit-40/home/173870913,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40930785,N,Y,37.6924062,-122.067765
MLS Listing,,Townhouse,22247 N 6th St Lot 5,CASTRO VALLEY,CA,94546,850000,3,2.5,CASTRO VALLEY,1752,2450,2020,25,485,256,Active,,,http://www.redfin.com/CA/Castro-Valley/22247-N-6th-St-94546/unit-5/home/173864976,MLSListings,ML81822148,N,Y,37.6833206,-122.0752446
MLS Listing,,Condo/Co-op,19100 Crest Ave #64,Castro Valley,CA,94546,469000,2,2.0,Highland Place,1224,,1973,39,383,499,Active,,,http://www.redfin.com/CA/Castro-Valley/19100-Crest-Ave-94546/unit-64/home/12418970,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40929848,N,Y,37.7050188,-122.1024093
MLS Listing,,Mobile/Manufactured Home,3875 Castro Valley Blvd #60,Castro Valley,CA,94546,97000,1,1.0,Alameda County,600,,1967,39,162,,Active,,,http://www.redfin.com/CA/Castro-Valley/3875-Castro-Valley-Blvd-94546/unit-60/home/22055741,BAREIS,22028144,N,Y,37.6934343,-122.0680092
MLS Listing,,Vacant Land,17124 Los Banos,Hayward,CA,94541,165000,,,Hayward,,4227,,44,,,Active,,,http://www.redfin.com/CA/Hayward/17124-Los-Banos-St-94541/home/22055292,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40929363,N,Y,37.6921618,-122.1035228
MLS Listing,,Vacant Land,5427 Jensen Rd,Castro Valley,CA,94552,499000,,,Castro Valley,,40168,,62,,,Active,,,http://www.redfin.com/CA/Castro-Valley/5427-Jensen-Rd-94552/home/40626971,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927160,N,Y,37.7018763,-122.0414715
MLS Listing,,Vacant Land,0 Vineyard Rd,Castro Valley,CA,94546,429000,,,Castro Valley,,13713,,68,,,Active,,,http://www.redfin.com/CA/Castro-Valley/18550-Redwood-Rd-94546/home/173955248,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40926304,N,Y,37.7097784,-122.0736688
MLS Listing,,Vacant Land,,San Leandro,CA,94578,450000,,,San Leandro,,7486,,77,,,Active,,,http://www.redfin.com/CA/San-Leandro/Undisclosed-address-94578/home/22684728,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924275,N,Y,37.6975527,-122.1010042
MLS Listing,,Vacant Land,16860 Robey Dr,San Leandro,CA,94578,199000,,,San Leandro,,4185,,85,,,Active,,,http://www.redfin.com/CA/San-Leandro/16860-Robey-Dr-94578/home/49734176,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923803,N,Y,37.6961181,-122.1015363
MLS Listing,,Other,000 Miramonte Ave,SAN LEANDRO,CA,94578,1299999,,,SAN LEANDRO,,20800,,105,,,Active,,,http://www.redfin.com/CA/Castro-Valley/Miramonte-Ave-94578/home/17519415,MLSListings,ML81810596,N,Y,37.7003534,-122.1054163
MLS Listing,,Vacant Land,88 & 100 Canyon Dr,HAYWARD,CA,94541,248888,,,HAYWARD,,17424,,158,,,Active,,,http://www.redfin.com/CA/Hayward/88-100-Canyon-Dr-94541/home/172561672,MLSListings,ML81802518,N,Y,37.6881114,-122.0466082
MLS Listing,,Single Family Residential,8020 Norris Canyon Rd,CASTRO VALLEY,CA,94552,1349000,2,1.0,CASTRO VALLEY,816,350222,1960,158,1653,,Active,,,http://www.redfin.com/CA/Castro-Valley/8020-Norris-Canyon-Rd-94552/home/833113,MLSListings,ML81801734,N,Y,37.735023,-122.031338
MLS Listing,,Vacant Land,0 4TH & B St,Hayward,CA,94541,11950000,,,Hayward,,178596,,201,,,Active,,,http://www.redfin.com/CA/Hayward/Unknown-94541/home/172047599,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40908034,N,Y,37.6778205,-122.0757553
MLS Listing,,Vacant Land,00 Jeanie Ranch Rd,Castro Valley,CA,94546,899000,,,Castro Valley,,1303728,,201,,,Active,,,http://www.redfin.com/CA/Castro-Valley/Jeanine-Way-94546/home/169767689,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905147,N,Y,37.6979555,-122.0800782
MLS Listing,,Vacant Land,8000 Crow Canyon Rd,CASTRO VALLEY,CA,94552,3999999,,,CASTRO VALLEY,,1745499,,225,,,Active,,,http://www.redfin.com/CA/Castro-Valley/8000-Crow-Canyon-Rd-94552/home/169368364,MLSListings,ML81792919,N,Y,37.732997,-122.037861
MLS Listing,,Vacant Land,8950 Crow Canyon Rd,Castro Valley,CA,94552,3500000,,,Crow Canyon,,1931886,,239,,,Active,,,http://www.redfin.com/CA/Castro-Valley/8950-Crow-Canyon-Rd-94552/home/1707522,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903428,N,Y,37.739002,-122.035787
MLS Listing,,Mobile/Manufactured Home,3998 Castro Valley Blvd #36,Castro Valley,CA,94546,74000,2,2.0,Castro Valley,800,,,252,93,,Active,,,http://www.redfin.com/CA/Castro-Valley/3998-Castro-Valley-Blvd-94546/unit-36/home/1806180,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902154,N,Y,37.6936453,-122.0642589
MLS Listing,,Single Family Residential,10397 Cull Canyon Rd,Castro Valley,CA,94552,2750000,0,,Castro Valley,,,1994,269,,,Active,,,http://www.redfin.com/CA/Castro-Valley/10397-Cull-Canyon-Rd-94552/home/57179988,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40900818,N,Y,37.789672,-122.062264
MLS Listing,,Multi-Family (5+ Unit),4920 Jensen Rd,Castro Valley,CA,94552,7000000,5,4.0,Castro Valley,7082,48332,1957,292,988,,Active,,,http://www.redfin.com/CA/Castro-Valley/4920-Jensen-Rd-94552/home/1529484,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40898768,N,Y,37.6972821,-122.0486532
MLS Listing,,Vacant Land,0 Jensen Rd,Castro Valley,CA,94546,399900,,,Castro Valley,,10000,,343,,,Active,,,http://www.redfin.com/CA/CASTRO-VALLEY/JENSEN-RD-94552/home/22729822,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40892835,N,Y,37.708747,-122.039208
MLS Listing,,Vacant Land,4937 Crow Canyon Rd,Castro Valley,CA,94552,499000,,,Castro Valley,,74488,,376,,,Active,,,http://www.redfin.com/CA/Castro-Valley/4937-Crow-Canyon-Rd-94552/home/17518679,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40890945,N,Y,37.702115,-122.052272
MLS Listing,,Vacant Land,19539 Center St,Castro Valley,CA,94546,2999000,,,Castro Valley,,15188,,452,,,Active,,,http://www.redfin.com/CA/Castro-Valley/19539-Center-St-94546/home/1782070,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40884668,N,Y,37.7015416,-122.0613504
MLS Listing,,Vacant Land,19527 Center St,Castro Valley,CA,94546,2999000,,,Castro Valley,,26616,,452,,,Active,,,http://www.redfin.com/CA/Castro-Valley/19527-Center-St-94546/home/1978069,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40884667,N,Y,37.7017389,-122.0614392
MLS Listing,,Vacant Land,19521 Center St,Castro Valley,CA,94546,2999000,,,Castro Valley,,41060,,452,,,Active,,,http://www.redfin.com/CA/Castro-Valley/19521-Center-St-94546/home/22716076,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40884666,N,Y,37.7019331,-122.0616611
MLS Listing,,Vacant Land,,Castro Valley,CA,94546,249000,,,Castro Valley,,6098,,823,,,Active,,,http://www.redfin.com/CA/CASTRO-VALLEY/Undisclosed-address-94546/home/22674477,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40840374,N,Y,37.720213,-122.070773
New Construction Plan,,Multi-Family (2-4 Unit),Residence 6,San Leandro,CA,94578,749950,4,3.5,Bishops Ridge,1678,,,,447,,Active,,,http://www.redfin.com/CA/San-Leandro/Bishops-Ridge/Residence-6/home/169478539,NewHomeSource.com,Plan-141550870,N,Y,37.701473,-122.1072173
MLS Listing,,Single Family Residential,1864 Alameda Diablo,Diablo,CA,94528,1595000,3,2.5,Diablo C.C.,2189,18540,1959,1,729,,Active,,,http://www.redfin.com/CA/Diablo/1864-Alameda-Diablo-94528/home/1015474,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932726,N,Y,37.8339088,-121.9602644
MLS Listing,,Townhouse,551 SILVER OAK Ln,Danville,CA,94506,950000,3,2.5,Silveroaks,1991,2800,1984,3,477,400,Active,,,http://www.redfin.com/CA/Danville/551-Silver-Oak-Ln-94506/home/1721366,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932652,N,Y,37.80172,-121.923044
MLS Listing,,Single Family Residential,824 El Quanito Dr,Danville,CA,94526,1949900,5,3.0,Leander Hills,3353,16377,1973,5,582,,Active,,,http://www.redfin.com/CA/Danville/824-El-Quanito-Dr-94526/home/1124320,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932308,N,Y,37.8334236,-121.9901203
MLS Listing,,Single Family Residential,2186 Lusitano St,Danville,CA,94506,1389900,4,3.5,Alamo Creek,2761,4370,2007,9,503,125,Active,,,http://www.redfin.com/CA/Danville/2186-Lusitano-St-94506/home/17169254,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931712,N,Y,37.7959179,-121.8818987
MLS Listing,,Townhouse,213 Sutton Cir,Danville,CA,94506,1049000,4,2.5,Danville,1865,2600,1992,10,562,370,Active,,,http://www.redfin.com/CA/Danville/213-Sutton-Cir-94506/home/1977028,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932351,N,Y,37.799372,-121.926487
MLS Listing,,Single Family Residential,182 Midland Way,Danville,CA,94526,2599000,4,4.5,Westside Danvill,3941,19800,1966,11,659,,Active,,,http://www.redfin.com/CA/Danville/182-Midland-Way-94526/home/932918,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931830,N,Y,37.8053195,-121.9926745
MLS Listing,,Single Family Residential,5279 Blackhawk Dr,Danville,CA,94506,2549800,5,4.5,Blackhawk C. C.,5245,16120,1986,11,486,189,Active,,,http://www.redfin.com/CA/Danville/5279-Blackhawk-Dr-94506/home/990484,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932250,N,Y,37.8129577,-121.8954378
MLS Listing,,Single Family Residential,235 Gil Blas Rd,Danville,CA,94526,1450000,3,2.5,Las Lomitas,3014,9375,1949,18,481,,Active,,,http://www.redfin.com/CA/Danville/235-Gil-Blas-Rd-94526/home/1799897,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40930848,N,Y,37.8214026,-121.9805246
MLS Listing,,Single Family Residential,1777 Green Valley Rd,Danville,CA,94526,1999000,4,3.5,Contra Costa,2850,27007,2016,22,701,,Active,,,http://www.redfin.com/CA/Danville/1777-Green-Valley-Rd-94526/home/770807,BAREIS,22029168,N,Y,37.8443446,-121.9784366
MLS Listing,,Condo/Co-op,101 Kelley Ln,DANVILLE,CA,94526,630000,2,2.0,DANVILLE,872,,1984,25,722,225,Active,,,http://www.redfin.com/CA/Danville/101-Kelley-Ln-94526/home/1762470,MLSListings,ML81822180,N,Y,37.808561,-121.990772
MLS Listing,,Single Family Residential,107 LEAFIELD,Danville,CA,94506,1999000,5,3.5,Magee Ranch,4003,10280,1999,27,499,95,Active,,,http://www.redfin.com/CA/Danville/107-Leafield-Rd-94506/home/1722183,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40930756,N,Y,37.8230621,-121.9468222
MLS Listing,,Single Family Residential,786 El Pintado Rd,Danville,CA,94526,4078000,5,5.5,Danville,5439,81022,1991,27,750,,Active,,,http://www.redfin.com/CA/Danville/786-El-Pintado-Rd-94526/home/792214,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40930682,N,Y,37.8445624,-122.0038459
MLS Listing,,Single Family Residential,1608 N Clear Creek Pl,Danville,CA,94526,995000,3,2.0,Ca Chateau,1633,3330,1989,33,609,173,Active,,,http://www.redfin.com/CA/Danville/1608-N-Clear-Creek-Pl-94526/home/554294,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928707,N,Y,37.7924087,-121.9875438
MLS Listing,,Single Family Residential,6249 Massara St,Danville,CA,94506,3694995,5,5.0,Alamo Creek,6127,24486,2021,40,603,159,Active,,,http://www.redfin.com/CA/Danville/6249-Massara-St-94506/home/171557424,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40929714,N,Y,37.789116,-121.885698
MLS Listing,,Vacant Land,41 Meadow Lake Dr,Danville,CA,94506,1800000,,,Danville,,226948,,40,,,Active,,,http://www.redfin.com/CA/Danville/41-Meadow-Lake-Dr-94506/home/792697,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40929688,N,Y,37.786215,-121.893079
MLS Listing,,Vacant Land,5 OHLSON Ln,Danville,CA,94526,780000,,,El Pintado,,65910,,42,,,Active,,,http://www.redfin.com/CA/Danville/5-Ohlson-Ln-94526/home/170440611,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40929473,N,Y,37.837349,-122.0025182
MLS Listing,,Single Family Residential,183 Silver Pine Ln,Danville,CA,94506,1798800,4,2.5,Blackhawk C. C.,2848,47175,1984,56,632,189,Active,,,http://www.redfin.com/CA/Danville/183-Silver-Pine-Ln-94506/home/1641704,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927874,N,Y,37.8113761,-121.9116424
MLS Listing,,Single Family Residential,121 Turanian Ct,Danville,CA,94506,5500000,5,5.5,Alamo Creek,6113,17582,2016,57,900,159,Active,,,http://www.redfin.com/CA/Danville/121-Turanian-Ct-94506/home/173039303,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927757,N,Y,37.789116,-121.885698
MLS Listing,,Single Family Residential,386 Starview Dr,Danville,CA,94526,3225000,7,7.0,Westside Danvill,5670,44867,1995,60,569,,Active,,,http://www.redfin.com/CA/Danville/386-Starview-Dr-94526/home/173071196,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927428,N,Y,37.8237317,-122.0176364
MLS Listing,,Single Family Residential,228 Kuss Rd,Danville,CA,94526,2885000,4,4.0,Westside Danvill,3185,67692,2015,60,906,,Active,,,http://www.redfin.com/CA/Danville/228-Kuss-Rd-94526/home/700579,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925921,N,Y,37.8257183,-122.0220997
MLS Listing,,Single Family Residential,141 Dean Rd,Alamo,CA,94507,1895000,2,1.0,Alamo Oaks,1311,139828,1946,62,1445,,Active,,,http://www.redfin.com/CA/Alamo/141-Dean-Rd-94507/home/1027127,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924483,N,Y,37.8429529,-121.9964725
MLS Listing,,Condo/Co-op,251 Ashley Cir,Danville,CA,94526,694950,2,2.5,Walnut Forest,1283,,1972,68,542,533,Active,,,http://www.redfin.com/CA/Danville/251-Ashley-Cir-94526/home/1218840,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925642,N,Y,37.815655,-121.994278
MLS Listing,,Single Family Residential,918 Podva Ln,Danville,CA,94526,1399000,4,3.0,Westside,2199,12632,1951,74,636,,Active,,,http://www.redfin.com/CA/Danville/918-Podva-Ln-94526/home/932495,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40925541,N,Y,37.8074137,-121.9935852
MLS Listing,,Single Family Residential,16 E Ridge Ct,Danville,CA,94506,4688800,5,5.5,Blackhawk C. C.,7172,26870,1989,80,654,189,Active,,,http://www.redfin.com/CA/Danville/16-E-Ridge-Ct-94506/home/988165,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40924669,N,Y,37.816483,-121.881105
MLS Listing,,Single Family Residential,6238 Massara St,Danville,CA,94506,3254995,5,4.5,Alamo Creek,4736,15845,2021,88,687,159,Active,,,http://www.redfin.com/CA/Danville/6238-Massara-St-94506/home/171557428,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923408,N,Y,37.789116,-121.885698
MLS Listing,,Single Family Residential,100 Oak View Ter,Danville,CA,94526,2249000,4,3.0,Westside Danvill,3628,88427,1969,95,620,,Active,,,http://www.redfin.com/CA/Danville/100-Oak-View-Ter-94526/home/718660,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40922277,N,Y,37.8222718,-122.0216556
MLS Listing,,Single Family Residential,186 Kuss Rd,Danville,CA,94526,3499000,6,5.5,Westside,5085,56628,1999,95,688,,Active,,,http://www.redfin.com/CA/Danville/186-Kuss-Rd-94526/home/1271420,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921872,N,Y,37.8255251,-122.0207674
MLS Listing,,Single Family Residential,411 kingswood Ln,DANVILLE,CA,94506,3690000,5,5.0,DANVILLE,6641,68389,1992,96,556,189,Active,,,http://www.redfin.com/CA/Danville/411-Kingswood-Ln-94506/home/1825419,MLSListings,ML81812385,N,Y,37.8061239,-121.8796976
MLS Listing,,Condo/Co-op,200 El Dorado Ave #6,Danville,CA,94526,499900,2,2.0,Danville,871,,1972,164,574,665,Active,,,http://www.redfin.com/CA/Danville/200-El-Dorado-Ave-94526/unit-6/home/1787218,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40912525,N,Y,37.8196076,-121.9997157
MLS Listing,,Single Family Residential,350 Montair Dr,Danville,CA,94526,6000000,5,5.5,Westside Danvill,6000,76230,2021,167,1000,10,Active,,,http://www.redfin.com/CA/Danville/350-Montair-Dr-94526/home/830042,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40911325,N,Y,37.813784,-122.0187023
MLS Listing,,Vacant Land,Lot 15 Kimberley Pl,Alamo,CA,94507,1495000,,,Alamo,,33585,,172,,270,Active,,,http://www.redfin.com/CA/Alamo/15-Kimberley-Pl-94507/home/173201648,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40911615,N,Y,37.8450632,-122.015579
MLS Listing,,Single Family Residential,215 S Ridge Ct,Danville,CA,94506,2599000,5,4.0,Blackhawk C. C.,4492,30375,1987,179,579,189,Active,,,http://www.redfin.com/CA/Danville/215-S-Ridge-Ct-94506/home/988395,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910779,N,Y,37.8130512,-121.9015065
MLS Listing,,Single Family Residential,31 Kimberley Pl,Alamo,CA,94507,3595000,5,4.5,Alamo Springs,5126,33585,2020,182,701,270,Active,,,http://www.redfin.com/CA/Alamo/31-Kimberley-Pl-94507/home/23332295,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40910345,N,Y,37.845646,-122.01728
MLS Listing,,Single Family Residential,201 Oakridge Dr,Danville,CA,94506,3998800,5,5.0,Oakridge,6910,180000,1983,221,579,189,Active,,,http://www.redfin.com/CA/Danville/201-Oakridge-Dr-94506/home/1187610,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905640,N,Y,37.818964,-121.9232443
MLS Listing,,Single Family Residential,1 Sky Ter,Danville,CA,94526,3100000,6,3.0,Westside,4000,106722,1954,240,775,42,Active,,,http://www.redfin.com/CA/Danville/1-Sky-Ter-94526/home/930007,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40902871,N,Y,37.8152216,-122.0058224
MLS Listing,,Vacant Land,207 Cross Bridge Dr,Danville,CA,94526,1990000,,,Danville,,358063,,240,,154,Active,,,http://www.redfin.com/CA/Danville/207-Cross-Bridge-Dr-94526/home/17170561,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40903323,N,Y,37.808793,-121.956205
New Construction Home,,Single Family Residential,6230 Massara St,Danville,CA,94506,3301140,5,4.5,Iron Oak at Alamo Creek,4736,,2020,59,697,,Active,,,http://www.redfin.com/CA/Danville/6230-Massara-St-94506/home/45375842,NewHomeSource.com,1961083,N,Y,37.7880281,-121.8881881
New Construction Plan,,Single Family Residential,Residence Two,San Ramon,CA,94583,1470880,4,3.0,The Preserve - Highlands,3060,,,,481,,Active,,,http://www.redfin.com/CA/San-Ramon/The-Preserve-Highlands/Residence-Two/home/169123128,NewHomeSource.com,Plan-141525424,N,Y,37.7802,-121.989
New Construction Plan,,Single Family Residential,Residence One,San Ramon,CA,94583,1409880,4,3.0,The Preserve - Highlands,2829,,,,498,,Active,,,http://www.redfin.com/CA/San-Ramon/The-Preserve-Highlands/Residence-One/home/169123129,NewHomeSource.com,Plan-141525423,N,Y,37.7802,-121.989
New Construction Plan,,Single Family Residential,Residence 2,Danville,CA,94526,2005000,5,5.5,Edendale,4028,,,,498,,Active,,,http://www.redfin.com/CA/Danville/Edendale/Residence-2/home/172832275,NewHomeSource.com,Plan-141836135,N,Y,37.806425,-121.949206
New Construction Plan,,Single Family Residential,Residence Three,San Ramon,CA,94583,1305880,4,3.0,The Preserve - Foothills,2658,,,,491,,Active,,,http://www.redfin.com/CA/San-Ramon/The-Preserve-Foothills/Residence-Three/home/169123126,NewHomeSource.com,Plan-131525430,N,Y,37.7802,-121.989
New Construction Plan,,Single Family Residential,Residence Five,San Ramon,CA,94583,1574880,4,4.5,The Preserve - Highlands,3650,,,,431,,Active,,,http://www.redfin.com/CA/San-Ramon/The-Preserve-Highlands/Residence-Five/home/169123130,NewHomeSource.com,Plan-131525427,N,Y,37.7802,-121.989
New Construction Plan,,Single Family Residential,Residence Four,San Ramon,CA,94583,1555880,4,3.0,The Preserve - Highlands,3508,,,,444,,Active,,,http://www.redfin.com/CA/San-Ramon/The-Preserve-Highlands/Residence-Four/home/169123131,NewHomeSource.com,Plan-131525426,N,Y,37.7802,-121.989
MLS Listing,,Condo/Co-op,4138 Clarinbridge Cir,Dublin,CA,94568,660000,2,2.0,Dublin Ranch,1420,,2003,1,465,357,Active,,,http://www.redfin.com/CA/Dublin/4138-Clarinbridge-Cir-94568/home/1924103,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932295,N,Y,37.7061813,-121.8674845
MLS Listing,,Condo/Co-op,3420 Finnian Way #116,Dublin,CA,94568,535000,1,1.0,Dublin,840,,2007,6,637,350,Active,,,http://www.redfin.com/CA/Dublin/3420-Finnian-Way-94568/unit-116/home/12117907,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932550,N,Y,37.7056052,-121.8627978
MLS Listing,,Condo/Co-op,5526 Lucent Rd,Dublin,CA,94568,837500,2,2.0,Dublin,1443,,2017,7,580,350,Active,,,http://www.redfin.com/CA/Dublin/Lucent-Rd-94568/home/167331425,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932493,N,Y,37.706634,-121.899458
MLS Listing,,Condo/Co-op,6933 Stagecoach Rd Unit H,Dublin,CA,94568,579999,2,2.0,Alamo Creek,1007,,1992,12,576,325,Active,,,http://www.redfin.com/CA/Dublin/6933-Stagecoach-Rd-94568/unit-H/home/1175503,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931809,N,Y,37.7149537,-121.9136081
MLS Listing,,Single Family Residential,7137 AUBREY Way,Dublin,CA,94568-4911,2259000,5,5.5,Dublin Hills,4063,6380,2018,12,556,158,Active,,,http://www.redfin.com/CA/Dublin/7137-Aubrey-Way-94568/home/167327410,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40932078,N,Y,37.740007,-121.857183
